gender,age,parental level of education,education level,math score,reading score,writing score,extracurricular activities,IELTS,financial sponsorship,visa eligible
female,23,bachelor's degree,Undergraduate,80,83,83,sports,7.9,family-sponsored,no
male,25,some college,Postgraduate,76,78,75,sports,8.5,scholarship,no
female,21,some college,Postgraduate,53,62,56,multiple,7.2,scholarship,no
female,20,some college,Postgraduate,66,74,73,volunteering,5.8,self-funded,yes
male,21,high school,Postgraduate,88,78,75,arts,6.7,government-funded,no
male,19,some high school,Undergraduate,51,54,41,arts,5.9,self-funded,yes
male,24,some college,College Graduate,47,43,41,arts,7.7,government-funded,no
female,19,associate's degree,Postgraduate,68,67,69,volunteering,5.3,government-funded,yes
male,19,some college,Undergraduate,86,76,74,volunteering,6.1,family-sponsored,no
female,22,bachelor's degree,Postgraduate,65,81,81,arts,7.2,scholarship,yes
male,22,some high school,Postgraduate,62,67,61,multiple,7.2,scholarship,no
male,19,high school,Undergraduate,64,54,50,multiple,6.3,government-funded,no
female,19,some high school,College Graduate,74,90,88,volunteering,6.2,government-funded,yes
male,22,some high school,College Graduate,66,68,64,sports,6.7,self-funded,yes
female,24,associate's degree,Undergraduate,65,76,76,volunteering,8.6,scholarship,no
female,23,high school,College Graduate,74,79,80,none,7.5,scholarship,yes
male,21,some college,Undergraduate,88,73,78,arts,6.9,government-funded,no
male,23,some college,Undergraduate,79,73,67,multiple,8.4,government-funded,no
male,24,master's degree,Undergraduate,79,81,71,volunteering,8.5,family-sponsored,no
female,24,associate's degree,College Graduate,85,84,82,arts,8.9,scholarship,no
female,22,some college,Undergraduate,69,79,81,multiple,6.9,self-funded,yes
female,19,some college,Postgraduate,86,85,91,none,5.2,government-funded,yes
male,24,associate's degree,College Graduate,84,80,80,none,8.5,scholarship,no
female,19,associate's degree,College Graduate,46,58,57,none,5.5,family-sponsored,no
male,24,high school,College Graduate,68,64,66,none,7.6,government-funded,yes
male,22,high school,College Graduate,55,56,51,multiple,7.2,family-sponsored,no
female,24,some high school,Postgraduate,65,69,76,multiple,8.3,government-funded,no
female,19,high school,College Graduate,74,76,73,multiple,5.2,scholarship,no
female,25,bachelor's degree,College Graduate,72,72,74,sports,9.0,family-sponsored,no
female,23,some high school,Undergraduate,40,65,64,arts,8.4,scholarship,yes
male,19,high school,College Graduate,70,74,71,none,5.0,self-funded,no
female,22,bachelor's degree,Postgraduate,75,85,82,sports,7.0,scholarship,no
male,25,associate's degree,Postgraduate,52,55,49,volunteering,8.8,self-funded,no
female,19,associate's degree,Postgraduate,71,77,77,none,6.2,self-funded,yes
male,19,master's degree,Postgraduate,80,80,72,volunteering,5.0,scholarship,no
male,20,master's degree,College Graduate,46,42,46,multiple,5.5,scholarship,yes
female,19,some high school,College Graduate,97,100,100,multiple,5.3,self-funded,yes
female,25,associate's degree,Postgraduate,43,60,58,sports,8.6,self-funded,no
female,19,high school,Postgraduate,75,88,85,none,6.1,scholarship,no
female,23,high school,College Graduate,78,81,80,sports,7.6,family-sponsored,no
male,24,high school,Postgraduate,66,77,70,arts,8.0,scholarship,no
female,19,some college,Undergraduate,88,95,92,volunteering,6.3,family-sponsored,yes
male,22,some high school,Postgraduate,81,75,76,multiple,6.5,self-funded,yes
female,19,bachelor's degree,Postgraduate,61,58,62,volunteering,5.3,self-funded,no
male,23,associate's degree,Undergraduate,78,74,72,arts,7.5,scholarship,yes
female,19,some high school,Undergraduate,77,79,80,multiple,6.3,government-funded,no
male,23,associate's degree,College Graduate,51,60,58,none,7.8,family-sponsored,yes
male,23,some college,College Graduate,84,83,78,none,8.4,family-sponsored,yes
female,20,bachelor's degree,Undergraduate,92,100,99,none,6.3,self-funded,yes
male,23,some high school,Undergraduate,46,41,43,arts,7.8,scholarship,yes
female,19,master's degree,College Graduate,47,58,67,arts,6.4,family-sponsored,yes
male,19,associate's degree,Postgraduate,73,78,72,none,5.7,government-funded,yes
male,23,some college,Undergraduate,75,81,74,none,8.3,family-sponsored,no
male,19,high school,College Graduate,60,68,60,arts,5.3,self-funded,no
male,22,some college,Postgraduate,40,43,39,none,6.7,self-funded,no
female,22,some college,Undergraduate,60,66,70,sports,7.3,self-funded,no
female,19,bachelor's degree,Postgraduate,59,64,75,sports,6.3,government-funded,yes
male,24,bachelor's degree,College Graduate,63,64,66,volunteering,8.8,family-sponsored,yes
female,19,some college,Undergraduate,82,97,96,volunteering,5.3,self-funded,yes
male,21,bachelor's degree,Postgraduate,64,60,58,volunteering,6.9,government-funded,no
female,21,associate's degree,Undergraduate,59,70,65,multiple,7.1,scholarship,no
male,21,high school,Postgraduate,72,67,65,sports,6.5,self-funded,yes
male,21,associate's degree,College Graduate,78,77,77,arts,6.7,government-funded,yes
female,24,associate's degree,College Graduate,65,84,84,multiple,8.3,scholarship,yes
female,23,associate's degree,Undergraduate,66,65,69,sports,8.2,scholarship,no
female,22,high school,Postgraduate,50,66,64,multiple,6.5,self-funded,yes
male,19,associate's degree,Undergraduate,80,75,77,arts,5.0,scholarship,no
female,21,high school,Undergraduate,65,69,67,none,6.9,self-funded,no
female,24,some high school,Postgraduate,27,34,32,sports,7.7,self-funded,no
female,23,master's degree,Postgraduate,77,82,91,none,8.0,family-sponsored,yes
female,19,associate's degree,Postgraduate,52,76,70,none,5.3,self-funded,no
male,24,associate's degree,College Graduate,57,54,56,arts,7.6,self-funded,yes
female,20,some high school,Undergraduate,81,97,96,none,5.5,family-sponsored,no
male,19,bachelor's degree,Undergraduate,83,82,84,multiple,5.9,self-funded,yes
female,19,some college,College Graduate,71,76,70,arts,6.3,self-funded,no
male,21,some college,Postgraduate,50,48,53,none,7.3,scholarship,yes
female,24,master's degree,College Graduate,64,63,66,sports,8.4,government-funded,no
female,19,some college,College Graduate,45,73,70,none,6.2,self-funded,yes
female,21,some college,College Graduate,42,55,54,arts,6.8,self-funded,yes
male,25,high school,Undergraduate,63,57,56,volunteering,8.8,family-sponsored,no
male,19,associate's degree,College Graduate,81,82,82,none,5.4,self-funded,yes
male,23,associate's degree,Undergraduate,72,64,63,sports,7.5,self-funded,no
female,21,associate's degree,Undergraduate,84,95,92,sports,7.3,scholarship,no
male,22,some high school,Undergraduate,49,50,52,multiple,6.8,family-sponsored,yes
female,19,high school,Postgraduate,55,73,73,arts,5.5,family-sponsored,no
male,24,some college,Undergraduate,58,57,54,volunteering,7.6,family-sponsored,no
female,21,some college,Undergraduate,98,100,99,arts,6.5,self-funded,no
female,22,bachelor's degree,Postgraduate,65,81,81,arts,7.2,scholarship,yes
female,19,master's degree,Undergraduate,77,97,94,multiple,5.8,scholarship,yes
female,24,some college,College Graduate,58,61,66,arts,8.5,self-funded,no
female,24,associate's degree,College Graduate,57,74,76,none,8.5,family-sponsored,yes
male,25,some college,Undergraduate,63,63,60,none,8.5,family-sponsored,no
female,19,some high school,Postgraduate,97,100,100,multiple,5.3,self-funded,yes
female,20,high school,College Graduate,62,64,64,sports,5.6,scholarship,no
male,19,associate's degree,Postgraduate,82,78,74,arts,6.3,government-funded,yes
male,21,some college,Postgraduate,35,28,27,none,6.8,family-sponsored,no
female,21,some college,College Graduate,70,72,76,multiple,6.6,self-funded,yes
male,21,some college,Postgraduate,50,48,53,none,7.3,scholarship,yes
male,20,bachelor's degree,College Graduate,39,42,38,multiple,5.8,self-funded,yes
female,25,high school,Postgraduate,69,76,74,none,8.8,family-sponsored,yes
female,19,bachelor's degree,College Graduate,66,83,83,volunteering,5.9,government-funded,yes
male,24,some college,Undergraduate,60,62,60,multiple,7.9,self-funded,yes
female,20,associate's degree,College Graduate,73,76,80,arts,5.7,scholarship,no
male,21,some high school,College Graduate,78,83,80,arts,6.6,government-funded,yes
female,22,associate's degree,College Graduate,71,83,78,none,7.0,self-funded,no
female,23,high school,College Graduate,42,52,51,volunteering,8.3,government-funded,no
female,21,bachelor's degree,Postgraduate,65,73,75,multiple,7.2,government-funded,no
female,20,some college,Undergraduate,48,56,58,arts,6.3,government-funded,yes
female,20,some college,College Graduate,49,58,60,sports,5.9,family-sponsored,no
male,19,associate's degree,Postgraduate,62,61,55,sports,5.2,government-funded,no
male,19,some college,Undergraduate,68,68,61,multiple,5.2,scholarship,no
male,19,bachelor's degree,Undergraduate,67,61,68,multiple,5.4,self-funded,yes
male,21,high school,Undergraduate,68,70,66,volunteering,7.3,family-sponsored,no
female,21,master's degree,Undergraduate,62,68,68,volunteering,7.1,family-sponsored,no
male,23,master's degree,College Graduate,91,85,85,none,8.1,family-sponsored,yes
female,22,some college,College Graduate,69,78,76,arts,6.7,self-funded,no
male,23,some college,Postgraduate,59,65,66,volunteering,8.4,scholarship,yes
male,24,associate's degree,Postgraduate,90,78,81,sports,8.1,family-sponsored,no
male,20,bachelor's degree,Postgraduate,54,49,47,volunteering,5.5,scholarship,no
male,20,some high school,Undergraduate,63,67,67,arts,6.4,self-funded,yes
male,20,associate's degree,Undergraduate,94,85,82,volunteering,6.0,scholarship,yes
male,22,some high school,College Graduate,62,66,68,arts,6.6,self-funded,yes
female,23,high school,Undergraduate,39,52,46,none,7.7,government-funded,no
male,25,some high school,Undergraduate,63,60,57,volunteering,8.7,scholarship,yes
male,24,associate's degree,Undergraduate,76,71,67,arts,7.9,family-sponsored,no
female,25,associate's degree,Postgraduate,51,51,54,volunteering,8.8,government-funded,no
female,22,associate's degree,Postgraduate,61,86,87,multiple,7.0,self-funded,yes
male,20,high school,College Graduate,54,52,52,arts,5.6,family-sponsored,no
male,24,bachelor's degree,Undergraduate,49,58,60,sports,8.5,scholarship,yes
female,24,some college,Undergraduate,65,81,77,none,8.6,government-funded,no
female,24,high school,College Graduate,53,50,60,volunteering,7.9,self-funded,yes
female,22,some college,Undergraduate,59,71,70,sports,6.7,self-funded,no
male,23,associate's degree,Undergraduate,72,79,74,arts,8.1,scholarship,no
male,25,bachelor's degree,Postgraduate,74,79,75,volunteering,8.6,scholarship,yes
male,19,bachelor's degree,College Graduate,91,81,79,volunteering,6.2,scholarship,yes
female,19,associate's degree,College Graduate,54,65,65,volunteering,5.0,family-sponsored,no
male,23,some college,College Graduate,87,74,70,sports,8.4,government-funded,yes
male,19,associate's degree,College Graduate,81,82,82,none,5.4,self-funded,yes
female,20,associate's degree,Postgraduate,82,93,93,none,6.3,scholarship,no
female,24,some college,Postgraduate,79,89,86,multiple,8.0,family-sponsored,no
male,19,some college,Undergraduate,55,58,52,sports,5.3,family-sponsored,no
female,21,some high school,Undergraduate,24,38,27,arts,7.1,scholarship,no
female,20,bachelor's degree,Undergraduate,50,60,59,volunteering,5.9,family-sponsored,no
