gender,age,parental level of education,math score,reading score,writing score,extracurricular activities,IELTS,financial sponsorship,visa eligible
male,21.0,associate's degree,62.0,61.0,58.0,sports,6.5,family-sponsored,yes
female,24.0,associate's degree,68.0,77.0,80.0,none,8.7,government-funded,yes
female,20.0,some high school,72.0,79.0,77.0,sports,5.7,scholarship,no
female,19.0,bachelor's degree,66.0,83.0,83.0,volunteering,5.9,government-funded,yes
female,22.0085154932504,master's degree,53.410007877475266,64.58700401412156,66.5661571758414,sports,7.230703066178801,self-funded,yes
female,24.0,high school,35.0,61.0,54.0,none,8.5,self-funded,no
female,19.0,associate's degree,52.0,59.0,62.0,volunteering,5.6,family-sponsored,yes
female,25.0,some high school,76.0,87.0,85.0,sports,8.8,scholarship,yes
female,22.0,some college,69.0,79.0,81.0,multiple,6.9,self-funded,yes
female,19.0,some college,61.0,60.0,57.0,multiple,5.9,family-sponsored,no
female,23.0,high school,67.0,79.0,84.0,sports,8.1,scholarship,yes
male,23.033456645827414,high school,39.782407711534844,45.90288846866501,49.98214173397265,sports,8.099375117658319,self-funded,yes
male,23.02246018266346,associate's degree,77.74865241761688,74.11119866535344,71.9963396759453,arts,7.495777834036742,scholarship,yes
male,20.0,some college,53.0,44.0,42.0,none,6.1,self-funded,no
male,20.0,some college,58.0,49.0,42.0,multiple,5.6,family-sponsored,no
female,24.0,some high school,80.0,90.0,82.0,multiple,8.4,family-sponsored,no
male,23.0,associate's degree,79.0,82.0,82.0,arts,7.7,scholarship,yes
female,21.946602180018793,some high school,65.01680612316352,77.78224700755428,81.80246914504099,none,6.718106727307001,family-sponsored,yes
male,23.939034060008233,associate's degree,57.0811647906147,54.39836228493655,55.67420634876458,arts,7.656296147802883,self-funded,yes
female,24.0051105538178,some high school,70.19294193874777,82.20055521940219,76.28196279394528,arts,8.913965878561067,government-funded,yes
male,23.0,some college,84.0,83.0,78.0,none,8.4,family-sponsored,yes
male,22.0,some high school,66.0,68.0,64.0,sports,6.7,self-funded,yes
male,19.018058926680986,some high school,89.62505514275055,87.88846074287807,82.16446350213624,arts,4.992236018111849,scholarship,yes
female,19.0,high school,53.0,72.0,64.0,volunteering,5.2,self-funded,no
female,21.0,high school,56.0,52.0,55.0,volunteering,6.6,family-sponsored,no
female,21.0,bachelor's degree,62.0,72.0,74.0,none,7.4,scholarship,no
female,23.0,bachelor's degree,93.0,100.0,100.0,sports,7.8,government-funded,yes
male,23.0,bachelor's degree,80.0,78.0,81.0,arts,8.0,self-funded,yes
male,19.0,bachelor's degree,94.0,90.0,91.0,arts,5.8,family-sponsored,yes
female,23.0,some high school,40.0,65.0,64.0,arts,8.4,scholarship,yes
female,23.0,high school,78.0,81.0,80.0,sports,7.6,family-sponsored,no
female,19.0,bachelor's degree,75.0,84.0,80.0,none,5.3,scholarship,no
male,22.993053354518832,bachelor's degree,100.27113233944492,99.96597343487268,99.88649641293749,multiple,7.880119782523781,scholarship,yes
female,21.0,some college,42.0,55.0,54.0,arts,6.8,self-funded,yes
female,23.98100030981354,some college,63.005516114853044,72.68252730246525,71.02693090935556,volunteering,7.6654373008930206,scholarship,yes
female,24.0,associate's degree,64.0,64.0,70.0,volunteering,8.1,family-sponsored,no
female,21.0,some high school,59.0,72.0,80.0,arts,7.1,government-funded,no
male,21.98921481242668,some high school,80.88167565804687,74.97682772763503,76.28706305627234,multiple,6.48015839251788,self-funded,yes
female,24.0,some high school,69.0,73.0,73.0,none,7.5,government-funded,no
female,24.0,some college,65.0,81.0,77.0,none,8.6,government-funded,no
female,22.0,master's degree,54.0,64.0,67.0,sports,7.2,self-funded,yes
male,22.0,some high school,49.0,50.0,52.0,multiple,6.8,family-sponsored,yes
male,19.01493953190625,bachelor's degree,67.3286239340091,60.94503618808941,68.20928458574816,multiple,5.4004278950028475,self-funded,yes
male,21.0,associate's degree,67.0,62.0,60.0,none,6.7,self-funded,no
female,22.0,some college,78.0,87.0,91.0,sports,6.6,family-sponsored,yes
male,21.034133499655113,some college,49.72137317640294,47.81353486796725,52.998320718377705,none,7.293002744588501,scholarship,yes
female,25.0,high school,58.0,68.0,61.0,sports,8.9,government-funded,no
male,19.0,bachelor's degree,73.0,56.0,57.0,arts,5.2,self-funded,no
female,19.0,bachelor's degree,100.0,100.0,100.0,sports,6.1,scholarship,no
male,20.0,high school,52.0,48.0,49.0,multiple,5.6,self-funded,no
female,19.9529092830248,bachelor's degree,92.16372440075178,100.07272745580863,99.38924981921318,none,6.243202382359345,self-funded,yes
female,22.998920011186826,high school,59.98912958934255,64.07610304128565,74.18760282054404,multiple,7.603990717891066,family-sponsored,yes
female,24.0,associate's degree,87.0,94.0,95.0,none,8.7,self-funded,no
male,19.0,high school,61.0,60.0,55.0,sports,5.3,scholarship,no
male,19.0,associate's degree,85.0,76.0,71.0,multiple,5.1,self-funded,no
male,20.0,some college,44.0,54.0,53.0,arts,5.7,self-funded,no
female,19.0,high school,59.0,72.0,68.0,volunteering,5.2,scholarship,no
male,22.0,some college,58.0,59.0,58.0,multiple,6.7,family-sponsored,yes
female,21.00463514874215,master's degree,41.79490314589616,55.21626097531084,54.425629887900136,arts,6.779475168205052,self-funded,yes
female,24.952271765091915,bachelor's degree,74.11648014063832,85.81433910300962,88.91110415769766,sports,8.78420926713725,self-funded,yes
male,18.97632528375551,some high school,96.82123151140655,99.64638975922914,100.21433770426553,none,5.290392704464948,self-funded,yes
female,22.0,some high school,65.0,78.0,82.0,volunteering,6.7,family-sponsored,yes
male,21.979371714153373,bachelor's degree,95.63458958084182,90.38054440510598,91.65330170379177,volunteering,7.088901953800385,scholarship,yes
male,24.0,some high school,73.0,66.0,66.0,multiple,8.6,family-sponsored,no
male,23.0,high school,86.0,81.0,80.0,multiple,8.0,government-funded,yes
male,19.0,associate's degree,87.0,74.0,76.0,sports,5.0,family-sponsored,no
male,20.0,some college,40.0,42.0,38.0,sports,6.1,government-funded,no
male,22.0,some college,73.0,74.0,61.0,volunteering,7.4,scholarship,no
female,24.02013216821987,some college,65.27335371814608,84.66371378172593,83.5718794972058,multiple,8.248108171946619,scholarship,yes
female,22.0,some college,59.0,71.0,70.0,sports,6.7,self-funded,no
male,20.0,some college,53.0,55.0,48.0,multiple,5.7,scholarship,no
male,23.0,high school,40.0,46.0,50.0,sports,8.1,self-funded,yes
male,20.97041427131415,high school,76.12321666002578,62.681604716476365,60.37554110652285,sports,6.702449477518262,government-funded,yes
male,23.0,some college,53.0,39.0,37.0,sports,7.7,self-funded,no
female,19.963085377871685,associate's degree,59.144730983704285,69.93758094679026,66.18736641024675,sports,6.4351656889282225,self-funded,yes
female,18.965226410168018,high school,57.084453671281835,74.85651032747022,73.03445045039902,none,5.225844665589881,family-sponsored,yes
male,22.0,associate's degree,100.0,100.0,93.0,sports,6.7,family-sponsored,yes
male,19.057681772136956,master's degree,66.79937880792296,60.96962942150693,67.70202545396774,multiple,5.376149329121097,family-sponsored,yes
male,19.0,high school,63.0,63.0,62.0,arts,5.8,government-funded,no
female,24.930064409351846,some high school,76.2307448567282,86.9619827633878,84.54430350252814,sports,8.805292503806491,scholarship,yes
male,25.00025038218726,bachelor's degree,73.92643062991233,78.68034659123921,74.96783087588592,volunteering,8.615072730518142,self-funded,yes
female,19.937832414347664,high school,58.48209388599277,62.68464200261573,74.81855653455506,none,5.943175190528258,government-funded,yes
male,20.0,bachelor's degree,75.0,58.0,62.0,none,5.8,self-funded,yes
male,20.0,high school,68.0,60.0,53.0,sports,5.8,scholarship,no
male,19.0,some high school,88.0,74.0,75.0,multiple,5.5,self-funded,yes
male,23.0,high school,53.0,52.0,49.0,arts,8.4,self-funded,yes
male,25.000834352719277,bachelor's degree,74.28639665561,79.12094025556364,75.34266620600697,none,8.595759206453844,scholarship,yes
female,23.0,some college,73.0,78.0,76.0,arts,7.6,self-funded,yes
male,22.0,some high school,78.0,81.0,86.0,none,6.6,self-funded,yes
male,24.0,associate's degree,84.0,80.0,80.0,none,8.5,scholarship,no
male,19.06347427402723,some high school,67.11526083314428,60.54319442568124,67.93496679650028,multiple,5.415491791664873,self-funded,yes
female,20.0,high school,48.0,62.0,60.0,multiple,5.9,government-funded,no
male,23.976470579038423,some high school,78.72763913672141,71.78077650206959,69.43573763288069,sports,8.3404131566916,family-sponsored,yes
male,20.0,associate's degree,73.0,68.0,66.0,sports,5.8,self-funded,no
male,19.0,high school,57.0,48.0,51.0,volunteering,6.3,scholarship,no
female,18.946533773262225,bachelor's degree,43.716812268095595,50.89510899514536,54.87070728199839,arts,5.09519574769746,self-funded,yes
male,19.0,some high school,61.0,57.0,56.0,arts,5.6,government-funded,no
male,22.0,some college,54.0,52.0,51.0,volunteering,6.6,government-funded,no
female,19.0,high school,60.0,68.0,72.0,arts,5.0,scholarship,no
female,23.0,high school,41.0,46.0,43.0,arts,8.4,government-funded,no
male,22.990566494157374,associate's degree,51.54147513027293,59.88317589527613,57.65695260996133,none,7.7864938740658936,family-sponsored,yes
male,21.0,associate's degree,40.0,52.0,43.0,sports,7.0,scholarship,no
female,19.019323833366116,some college,81.99425415183586,97.06009927246534,96.09073916147709,volunteering,5.276577967358521,self-funded,yes
female,19.045574346661514,some college,88.26588648642523,95.01254866983238,92.44777081964334,volunteering,6.2782417798743415,family-sponsored,yes
female,23.0,some high school,49.0,63.0,56.0,sports,7.6,scholarship,no
female,23.0,bachelor's degree,64.0,73.0,70.0,none,8.3,government-funded,no
male,22.0,associate's degree,91.0,73.0,80.0,arts,6.5,government-funded,yes
male,19.01348837736195,associate's degree,82.26193871924191,77.84881402168577,74.5627237990421,arts,6.357964178257956,government-funded,yes
male,24.0,some college,62.0,66.0,68.0,multiple,8.6,scholarship,yes
female,19.084330915259788,master's degree,60.79183603026646,70.6952848545238,78.56598161416551,sports,5.475882560802805,government-funded,yes
male,25.0,some college,63.0,63.0,60.0,none,8.5,family-sponsored,no
male,24.0,some college,68.0,60.0,59.0,arts,7.5,scholarship,no
male,19.01391698758113,high school,58.16516108613891,50.56339781018962,51.88301046212806,volunteering,5.38751976407544,family-sponsored,yes
male,25.0,some high school,74.0,63.0,57.0,multiple,8.7,scholarship,no
male,20.0,bachelor's degree,63.0,66.0,67.0,sports,5.9,family-sponsored,no
female,23.0,some college,53.0,58.0,57.0,multiple,8.2,self-funded,no
male,23.0,high school,62.0,55.0,55.0,none,8.0,self-funded,no
female,24.004102523201702,associate's degree,68.01866118830115,86.164213658834,84.08872840687845,none,7.544854544175298,family-sponsored,yes
female,23.928340804416713,master's degree,93.78277171482955,98.87501698887525,100.0881881346373,multiple,7.901867701583259,self-funded,yes
female,20.0,some college,87.0,85.0,93.0,none,5.8,government-funded,no
male,20.0,some high school,87.0,84.0,76.0,none,6.3,government-funded,yes
male,19.0,some college,55.0,58.0,52.0,sports,5.3,family-sponsored,no
female,23.9850329622351,associate's degree,65.03563747138219,83.8976031817814,83.92042751769932,multiple,8.311952941829166,scholarship,yes
male,21.0,associate's degree,46.0,43.0,42.0,sports,6.5,family-sponsored,no
female,20.0,associate's degree,82.0,93.0,93.0,none,6.3,scholarship,no
female,20.0,associate's degree,93.0,100.0,95.0,multiple,6.0,scholarship,yes
female,25.017275816044876,bachelor's degree,74.20101148192575,86.41039259967651,88.32872265473208,sports,8.778096393743581,self-funded,yes
male,22.0,bachelor's degree,79.0,74.0,72.0,sports,7.1,scholarship,yes
male,21.0,master's degree,81.0,81.0,84.0,sports,6.5,scholarship,no
male,24.0,bachelor's degree,88.0,75.0,76.0,arts,8.3,family-sponsored,no
male,19.0,high school,82.0,82.0,80.0,arts,5.3,family-sponsored,no
male,25.0,high school,57.0,50.0,54.0,arts,8.5,scholarship,no
female,24.0,associate's degree,67.0,84.0,81.0,volunteering,7.7,family-sponsored,yes
female,19.0,high school,57.0,75.0,73.0,none,5.2,self-funded,yes
female,23.0,high school,49.0,57.0,52.0,arts,8.1,scholarship,no
female,25.0,bachelor's degree,66.0,74.0,81.0,multiple,8.5,family-sponsored,yes
male,24.0,associate's degree,64.0,66.0,59.0,volunteering,7.8,self-funded,no
male,19.0,associate's degree,81.0,73.0,72.0,multiple,5.5,self-funded,no
female,24.999427547089482,high school,69.43135975801171,77.14269184221882,78.07168642410231,arts,8.831833069809576,government-funded,yes
female,19.0,some college,58.0,59.0,66.0,sports,5.6,family-sponsored,no
female,23.0,some high school,62.0,64.0,66.0,multiple,8.0,government-funded,no
male,19.0,bachelor's degree,63.0,71.0,69.0,multiple,5.9,government-funded,no
male,19.0,high school,72.0,67.0,64.0,arts,5.6,self-funded,yes
female,19.0,some high school,71.0,83.0,77.0,multiple,5.2,scholarship,no
female,19.009195889200537,some college,75.94941432794694,94.36357746879203,87.06231353600964,none,5.305775649919103,scholarship,yes
female,25.042142092326383,some high school,84.74950109657966,91.75493336502619,92.9389682927584,multiple,8.594376653178962,government-funded,yes
male,19.0,some high school,71.0,62.0,50.0,none,6.1,family-sponsored,no
male,24.0,associate's degree,65.0,73.0,68.0,sports,8.1,scholarship,yes
male,23.0,high school,58.0,61.0,52.0,multiple,7.9,family-sponsored,no
female,24.0,some college,77.0,86.0,86.0,arts,7.9,family-sponsored,no
female,20.0,master's degree,90.0,95.0,93.0,none,6.1,scholarship,no
male,19.0,some high school,94.0,88.0,78.0,none,5.0,self-funded,no
female,24.0,high school,68.0,83.0,78.0,volunteering,7.8,self-funded,yes
male,23.988582965819276,bachelor's degree,49.008907768673005,57.82922251553005,60.0562598203342,sports,8.478298051487059,scholarship,yes
male,24.0,bachelor's degree,63.0,64.0,66.0,volunteering,8.8,family-sponsored,yes
female,22.940792018986475,some college,88.32370141024388,93.55065547519558,92.81915745879989,volunteering,8.09886190471569,government-funded,yes
female,18.988075943835725,some high school,35.12249045537306,55.35870697622602,60.34655039135599,volunteering,6.092266151770054,scholarship,yes
male,24.0,associate's degree,81.0,75.0,78.0,arts,8.7,self-funded,no
male,18.987374410181307,some college,85.02528860807413,74.92129940770391,67.8011286593745,volunteering,5.9053982280250175,family-sponsored,yes
female,20.0,some high school,61.0,74.0,72.0,arts,6.3,self-funded,yes
male,23.02199311893374,high school,52.94217469515766,51.62255005489183,48.996103303851044,arts,8.388364796418475,family-sponsored,yes
female,19.0,associate's degree,49.0,52.0,54.0,none,5.4,government-funded,no
male,24.0,bachelor's degree,74.0,71.0,80.0,sports,8.8,government-funded,yes
male,19.0,associate's degree,65.0,67.0,65.0,none,5.4,self-funded,yes
male,24.0,some college,67.0,74.0,70.0,none,8.7,government-funded,yes
female,22.0,some college,49.0,65.0,61.0,multiple,7.1,government-funded,no
male,19.0,some high school,81.0,78.0,78.0,none,5.0,government-funded,no
female,20.002668869622173,bachelor's degree,91.40609383717789,99.94042581325607,98.5296743746993,none,6.335026276830352,self-funded,yes
male,19.013382678042834,bachelor's degree,66.54994690737784,60.6850916406567,67.80141771165836,multiple,5.409788351687089,self-funded,yes
female,21.0,some college,67.0,81.0,79.0,sports,6.7,government-funded,yes
male,24.0,some college,78.0,72.0,70.0,sports,7.9,scholarship,yes
female,19.006819597357563,some college,69.98590677487257,77.31217455163852,77.79592873441975,sports,5.605146996752987,scholarship,yes
male,23.0,associate's degree,87.0,73.0,72.0,arts,8.4,government-funded,no
female,22.0,some college,75.0,81.0,84.0,sports,6.9,self-funded,yes
female,24.0,associate's degree,85.0,92.0,85.0,multiple,8.5,self-funded,no
male,24.044050942081203,some high school,73.7210206297968,64.14781601031798,60.62298171543904,arts,7.724812221210272,government-funded,yes
male,24.0,bachelor's degree,59.0,54.0,51.0,sports,7.5,self-funded,no
female,24.96062207820371,high school,65.90993652932292,74.02157306991889,78.09478981799975,multiple,8.587612775127795,scholarship,yes
male,24.0,high school,73.0,64.0,57.0,none,9.0,government-funded,no
male,19.0,associate's degree,71.0,74.0,68.0,multiple,5.3,scholarship,yes
female,18.945609328100662,high school,66.62543604512688,79.9819327342451,80.65894729002561,multiple,6.062710236153812,family-sponsored,yes
female,20.0,bachelor's degree,50.0,60.0,59.0,volunteering,5.9,family-sponsored,no
male,19.0,high school,70.0,55.0,56.0,volunteering,5.0,scholarship,no
male,20.969145398123594,some high school,77.64772051724539,82.63666305789084,80.52740857037004,arts,6.590910978981828,government-funded,yes
male,22.0,high school,59.0,58.0,47.0,sports,7.1,government-funded,no
male,19.0,associate's degree,81.0,82.0,82.0,none,5.4,self-funded,yes
female,23.0,associate's degree,74.0,88.0,90.0,none,7.6,self-funded,yes
female,24.0,some high school,80.0,85.0,85.0,volunteering,8.3,family-sponsored,yes
female,22.940523720530297,bachelor's degree,93.00927719888303,99.86929960920229,100.658664678411,sports,7.769236750997418,government-funded,yes
female,22.0,some high school,43.0,53.0,53.0,arts,7.3,family-sponsored,no
female,25.0,high school,29.0,29.0,30.0,none,9.0,scholarship,no
male,19.0,some high school,89.0,88.0,82.0,arts,5.0,scholarship,yes
female,23.0,associate's degree,65.0,70.0,74.0,multiple,8.2,scholarship,yes
female,24.0,master's degree,40.0,58.0,54.0,arts,7.7,family-sponsored,no
female,19.0,some college,63.0,78.0,80.0,multiple,5.0,self-funded,yes
female,19.95724044854813,some high school,77.20498275846748,90.437679676039,84.87102013875821,volunteering,6.334070342903678,family-sponsored,yes
female,23.929630552960234,some college,69.94309051069696,89.0717652824048,88.27346008023501,multiple,8.395907178748857,family-sponsored,yes
female,22.0,some college,69.0,90.0,88.0,volunteering,6.7,self-funded,yes
female,24.0,some college,62.0,69.0,69.0,multiple,8.4,family-sponsored,no
female,20.0,high school,34.0,48.0,41.0,arts,6.3,government-funded,yes
female,22.0,associate's degree,52.0,66.0,73.0,volunteering,7.4,self-funded,yes
male,19.0,some high school,51.0,54.0,41.0,arts,5.9,self-funded,yes
female,23.0,some college,59.0,62.0,64.0,volunteering,7.7,family-sponsored,no
female,24.0,associate's degree,68.0,86.0,84.0,none,7.5,family-sponsored,yes
male,20.0,master's degree,95.0,81.0,84.0,multiple,6.2,scholarship,no
female,21.0,some college,35.0,44.0,43.0,sports,6.6,scholarship,no
female,22.039605981522072,some college,77.70239654053415,87.05026541134437,90.98362326255922,sports,6.585221341891755,family-sponsored,yes
male,22.85314693573304,associate's degree,91.2396913923324,89.12133648338182,92.0929162274102,volunteering,8.237645835800059,family-sponsored,yes
male,24.0,some high school,94.0,86.0,87.0,multiple,8.5,government-funded,yes
female,24.0,high school,88.0,99.0,100.0,sports,8.8,scholarship,yes
male,23.0,high school,71.0,66.0,65.0,multiple,7.9,scholarship,no
male,21.0,some college,35.0,28.0,27.0,none,6.8,family-sponsored,no
female,23.96007735262475,high school,53.45968617717751,50.20904386728098,60.02236293376306,volunteering,7.885338411625765,scholarship,yes
female,23.0,high school,33.0,41.0,43.0,multiple,7.5,scholarship,no
male,20.952923055368117,some college,81.43018208920282,73.9426604545044,70.9002861986295,volunteering,6.709265487201498,scholarship,yes
female,21.0,bachelor's degree,61.0,72.0,70.0,volunteering,7.3,government-funded,no
female,24.0,associate's degree,65.0,76.0,76.0,volunteering,8.6,scholarship,no
female,22.0,some high school,59.0,73.0,69.0,sports,6.6,family-sponsored,no
female,23.0,associate's degree,76.0,74.0,73.0,sports,8.0,family-sponsored,no
female,19.0,master's degree,54.0,60.0,63.0,multiple,6.4,government-funded,no
female,25.0,high school,44.0,61.0,52.0,sports,8.5,scholarship,no
female,18.993884152036017,high school,56.791181797471054,74.72867278538763,72.8405388339547,none,5.229672240509511,self-funded,yes
male,20.043346509622445,bachelor's degree,84.8948499470577,65.9615464691654,71.46847635626096,none,5.516813245991331,scholarship,yes
female,23.0,some college,65.0,75.0,70.0,none,8.2,scholarship,yes
male,18.980704046277197,some high school,66.72327719593682,73.30988329859414,68.03516083527644,sports,6.328816112512993,self-funded,yes
male,23.0,some college,75.0,81.0,74.0,none,8.3,family-sponsored,no
female,23.0,associate's degree,71.0,71.0,74.0,none,7.8,government-funded,no
female,20.0,associate's degree,54.0,58.0,61.0,volunteering,6.3,family-sponsored,no
male,22.97354198557359,associate's degree,77.43267546338429,74.29797141870633,72.29740933497652,arts,7.495927233977667,scholarship,yes
male,24.087856385342036,bachelor's degree,62.66848647626165,63.99489241597368,66.21241229687494,volunteering,8.778238001330697,family-sponsored,yes
male,19.0,some college,60.0,63.0,59.0,none,5.0,family-sponsored,no
female,19.0,high school,55.0,73.0,73.0,arts,5.5,family-sponsored,no
male,23.0,associate's degree,76.0,70.0,68.0,none,8.4,self-funded,no
female,25.0,high school,69.0,76.0,74.0,none,8.8,family-sponsored,yes
female,20.0,some college,61.0,68.0,66.0,arts,6.4,government-funded,no
female,19.0,master's degree,47.0,58.0,67.0,arts,6.4,family-sponsored,yes
male,22.9498150450788,high school,74.83586490508641,68.91709089733331,68.11588782942431,sports,8.058449021628482,family-sponsored,yes
female,24.0,some high school,70.0,82.0,76.0,arts,8.9,government-funded,yes
male,22.0,some college,76.0,71.0,73.0,multiple,6.5,family-sponsored,no
male,25.0,associate's degree,60.0,51.0,56.0,arts,8.6,self-funded,yes
female,20.0,associate's degree,65.0,77.0,74.0,multiple,5.8,government-funded,no
male,19.051383422890158,associate's degree,82.26751241994134,84.20148943798438,78.2210958441415,multiple,5.02370010834085,scholarship,yes
male,20.0,high school,66.0,66.0,59.0,sports,6.0,family-sponsored,no
female,22.0,some high school,54.0,61.0,62.0,volunteering,7.2,family-sponsored,yes
male,21.0,associate's degree,71.0,66.0,60.0,volunteering,7.0,scholarship,no
male,19.0,high school,86.0,81.0,75.0,arts,5.4,government-funded,yes
male,21.0,associate's degree,83.0,72.0,78.0,multiple,7.4,scholarship,no
female,23.0,some college,71.0,83.0,83.0,none,7.5,family-sponsored,no
male,25.0,high school,73.0,68.0,66.0,arts,8.5,self-funded,yes
female,20.0,associate's degree,65.0,77.0,74.0,sports,5.6,scholarship,no
female,24.0,master's degree,81.0,91.0,87.0,volunteering,8.4,government-funded,yes
female,24.017051921392813,some high school,71.18661691427072,84.13314883069916,87.20881642091122,arts,7.8988173498889305,government-funded,yes
female,19.0,bachelor's degree,43.0,62.0,61.0,arts,5.0,government-funded,no
male,20.086075019077676,associate's degree,93.96882276090008,85.40231915048325,81.55703531131103,volunteering,5.999547055542734,scholarship,yes
male,18.979436253047684,associate's degree,73.08136327380383,78.37008537979659,71.97979858188563,none,5.667540971508709,government-funded,yes
female,23.999354218263925,some college,63.583457228858165,72.86703744248923,70.76958267630467,volunteering,7.598258695894768,scholarship,yes
female,19.0,some college,71.0,81.0,80.0,none,5.5,self-funded,no
female,21.0,associate's degree,50.0,56.0,54.0,volunteering,7.4,self-funded,no
male,19.0,some high school,73.0,67.0,59.0,arts,5.8,family-sponsored,yes
female,19.0,master's degree,52.0,65.0,61.0,sports,5.0,scholarship,no
male,19.0095002759256,some college,98.76368432647898,86.6848683484718,81.13837611392901,volunteering,5.384712558601549,government-funded,yes
male,22.0,master's degree,82.0,82.0,74.0,none,6.9,government-funded,no
male,22.0,some high school,55.0,59.0,59.0,sports,7.3,scholarship,yes
male,22.0,associate's degree,90.0,90.0,82.0,sports,6.8,family-sponsored,no
male,24.0,associate's degree,57.0,54.0,56.0,arts,7.6,self-funded,yes
male,24.0,some college,84.0,77.0,71.0,volunteering,8.3,scholarship,no
female,24.0,some high school,18.0,32.0,28.0,multiple,7.9,self-funded,no
male,19.0,some college,68.0,68.0,61.0,multiple,5.2,scholarship,no
male,25.0,some college,62.0,57.0,62.0,none,8.8,scholarship,no
male,20.0,high school,30.0,24.0,15.0,arts,6.4,government-funded,no
female,24.0,some college,70.0,75.0,78.0,volunteering,7.9,scholarship,no
female,19.0,some college,63.0,80.0,80.0,volunteering,6.4,self-funded,yes
female,24.0,bachelor's degree,67.0,69.0,75.0,volunteering,9.0,scholarship,no
male,20.0,master's degree,46.0,42.0,46.0,multiple,5.5,scholarship,yes
male,24.03104709838342,high school,67.82032829650818,64.07254089856191,66.0756440814002,none,7.600795818448667,government-funded,yes
male,23.0,high school,75.0,69.0,68.0,sports,8.1,family-sponsored,yes
male,19.0,associate's degree,49.0,51.0,51.0,sports,6.3,government-funded,no
male,19.96201552256388,bachelor's degree,39.77293235826063,41.61458788972681,38.205393885821636,multiple,5.774730347871462,self-funded,yes
female,24.0,bachelor's degree,68.0,75.0,81.0,arts,7.6,family-sponsored,yes
female,20.0,some high school,63.0,78.0,79.0,arts,5.7,government-funded,yes
female,21.0,bachelor's degree,65.0,73.0,75.0,multiple,7.2,government-funded,no
male,24.0,associate's degree,98.0,87.0,90.0,none,7.5,government-funded,yes
female,24.0,some college,67.0,75.0,70.0,volunteering,7.9,self-funded,yes
female,22.0,some college,60.0,66.0,70.0,sports,7.3,self-funded,no
female,23.998578574195953,some college,75.03382271551783,88.39489193067206,85.00284528992222,none,8.661906880656199,scholarship,yes
male,20.0,associate's degree,92.0,79.0,84.0,volunteering,6.1,scholarship,no
male,20.0,some college,100.0,96.0,86.0,multiple,5.5,government-funded,yes
male,23.0,some high school,46.0,41.0,43.0,arts,7.8,scholarship,yes
female,24.0,some college,67.0,76.0,75.0,arts,7.8,self-funded,no
male,19.0,high school,70.0,70.0,65.0,arts,5.2,scholarship,no
male,19.0,high school,46.0,34.0,36.0,multiple,5.4,scholarship,no
male,18.996047361928433,some high school,88.60459062045216,73.78574455459797,75.1152448477236,multiple,5.471593469005256,self-funded,yes
male,23.0,some high school,69.0,71.0,65.0,arts,7.9,self-funded,no
female,19.0,some college,86.0,85.0,91.0,none,5.2,government-funded,yes
female,24.057210106877925,bachelor's degree,46.89046515602133,61.48151078523855,66.14367116202862,volunteering,8.811910456118571,self-funded,yes
male,23.0,bachelor's degree,68.0,68.0,64.0,none,7.6,family-sponsored,no
female,21.0,associate's degree,90.0,90.0,91.0,none,6.8,self-funded,yes
male,24.0,bachelor's degree,69.0,58.0,57.0,none,8.2,government-funded,no
male,24.0,bachelor's degree,49.0,58.0,60.0,sports,8.5,scholarship,yes
male,22.0,some college,59.0,41.0,42.0,sports,7.4,government-funded,no
female,25.0,some high school,50.0,60.0,60.0,none,8.7,family-sponsored,yes
female,19.014090159373097,some high school,73.67846597431793,89.73804306860119,88.39957149484725,volunteering,6.217367328436894,government-funded,yes
male,25.0,high school,63.0,57.0,56.0,volunteering,8.8,family-sponsored,no
male,21.0,some college,63.0,61.0,54.0,volunteering,7.0,self-funded,no
female,23.00352277614049,some high school,81.59317921598134,92.69301735416536,92.73945246661786,multiple,7.537828996584517,self-funded,yes
male,24.0,high school,50.0,48.0,42.0,sports,8.8,scholarship,no
female,23.0,associate's degree,66.0,65.0,69.0,sports,8.2,scholarship,no
male,25.040625095418754,high school,72.90647340171962,71.43369185438121,68.13989264133426,sports,8.691346419647845,family-sponsored,yes
male,21.9509903693085,some high school,66.20828083693065,67.45179488309384,64.08270394711039,sports,6.662078202227635,self-funded,yes
female,24.077806479246814,high school,53.2388485555874,50.35759887180439,60.10579362509332,volunteering,7.894258785155763,self-funded,yes
male,20.027460488310396,bachelor's degree,38.87759623710128,42.21281564528491,37.795345668681136,multiple,5.811910332407259,self-funded,yes
female,21.0,bachelor's degree,66.0,74.0,81.0,arts,6.9,self-funded,yes
male,21.95323247510574,associate's degree,91.00965042568725,73.57777033234171,80.11823720677239,arts,6.447633980407751,government-funded,yes
